total words in file : 73046
unique words in file : 7152
The file is Sorted in Ascending order by Alphabetics
1.  [', 119] 
2109.  [encouraged, 2] 
2110.  [encouraging, 1] 
2111.  [end, 23] 
2112.  [endeared, 1] 
2113.  [endeavour, 11] 
2114.  [endeavoured, 28] 
2115.  [endeavouring, 9] 
2116.  [endeavours, 7] 
2117.  [ended, 2] 
2118.  [ending, 1] 
2119.  [endless, 1] 
2120.  [endow, 1] 
2121.  [endowed, 4] 
2122.  [endowments, 1] 
2123.  [endued, 5] 
2124.  [endurance, 1] 
2125.  [endure, 18] 
2126.  [endured, 20] 
2127.  [enduring, 1] 
2128.  [enemies, 7] 
2129.  [enemy, 22] 
2130.  [energetically, 1] 
2131.  [energies, 1] 
2132.  [energy, 1] 
2133.  [enfranchised, 1] 
2134.  [engage, 3] 
2135.  [engaged, 18] 
2136.  [engagement, 2] 
2137.  [engages, 1] 
2138.  [engaging, 2] 
2139.  [england, 17] 
2140.  [english, 8] 
2141.  [englishman, 2] 
2142.  [englishmen, 1] 
2143.  [engrossed, 1] 
2144.  [enhanced, 1] 
2145.  [enigmatic, 1] 
2146.  [enjoined, 2] 
2147.  [enjoy, 9] 
2148.  [enjoyed, 11] 
2149.  [enjoying, 1] 
2150.  [enjoyment, 8] 
2151.  [enjoyments, 2] 
2152.  [enjoys, 2] 
2153.  [enkindled, 1] 
2154.  [enlightened, 3] 
2155.  [ennui, 1] 
2156.  [enormity, 2] 
2157.  [enough, 12] 
2158.  [enounced, 1] 
2159.  [enquired, 2] 
2160.  [enraged, 2] 
2161.  [enraptured, 2] 
2162.  [enslave, 1] 
2163.  [enslaved, 1] 
2164.  [ensued, 1] 
2165.  [ensuing, 4] 
2166.  [ensure, 2] 
2167.  [ensuring, 1] 
2168.  [enter, 20] 
2169.  [entered, 38] 
2170.  [entering, 5] 
2171.  [enterprise, 10] 
2172.  [enters, 1] 
2173.  [entertain, 1] 
2174.  [entertained, 3] 
2175.  [enthusiasm, 10] 
2176.  [enthusiastic, 4] 
2177.  [enticed, 1] 
2178.  [enticement, 1] 
2179.  [enticements, 2] 
2180.  [enticing, 1] 
2181.  [entire, 3] 
2182.  [entirely, 20] 
2183.  [entitled, 1] 
2184.  [entity, 2] 
2185.  [entrance, 1] 
2186.  [entranced, 1] 
2187.  [entreat, 5] 
2188.  [entreated, 6] 
2189.  [entreaties, 4] 
2190.  [entreating, 2] 
2191.  [entrench, 1] 
2192.  [enunciation, 1] 
2193.  [envelop, 1] 
2194.  [enveloped, 3] 
2195.  [environs, 4] 
2196.  [envy, 2] 
2197.  [ephemeral, 1] 
2198.  [epithets, 1] 
2199.  [epoch, 2] 
2200.  [equal, 5] 
2201.  [equalled, 2] 
2202.  [equally, 4] 
2203.  [equals, 2] 
2204.  [equipment, 3] 
2205.  [equitable, 1] 
2206.  [er, 1] 
2207.  [era, 1] 
2208.  [eradicated, 1] 
2209.  [eradicating, 1] 
2210.  [erect, 1] 
2211.  [ernest, 13] 
2212.  [erroneous, 1] 
2213.  [erroneously, 1] 
2214.  [errors, 2] 
2215.  [escape, 9] 
2216.  [escaped, 7] 
2217.  [escapes, 1] 
2218.  [especial, 1] 
2219.  [especially, 4] 
2220.  [esq, 1] 
2221.  [established, 1] 
2222.  [esteem, 3] 
2223.  [esteemed, 2] 
2224.  [eternal, 11] 
2225.  [eternity, 1] 
2226.  [eulogy, 1] 
2227.  [europe, 2] 
2228.  [european, 2] 
2229.  [evaded, 1] 
2230.  [eve, 1] 
2231.  [even, 92] 
2232.  [evening, 11] 
2233.  [event, 12] 
2234.  [eventful, 1] 
2235.  [events, 18] 
2236.  [ever, 41] 
2237.  [everlasting, 5] 
2238.  [every, 97] 
2239.  [everybody, 3] 
2240.  [everyday, 1] 
2241.  [everyone, 2] 
2242.  [everything, 6] 
2243.  [everywhere, 2] 
2244.  [evian, 2] 
2245.  [evidence, 9] 
2246.  [evidently, 3] 
2247.  [evil, 20] 
2248.  [evils, 4] 
2249.  [evinced, 1] 
2250.  [exactly, 3] 
2251.  [exalted, 1] 
2252.  [examination, 1] 
2253.  [examine, 4] 
2254.  [examined, 6] 
2255.  [examining, 3] 
2256.  [example, 2] 
2257.  [exasperate, 1] 
2258.  [exasperated, 2] 
2259.  [exceed, 3] 
2260.  [exceeded, 2] 
2261.  [exceedingly, 2] 
2262.  [excellence, 2] 
2263.  [excellent, 13] 
2264.  [except, 13] 
2265.  [exception, 2] 
2266.  [excess, 9] 
2267.  [excessive, 3] 
2268.  [excessively, 1] 
2269.  [exchange, 1] 
2270.  [exchanged, 4] 
2271.  [excite, 3] 
2272.  [excited, 12] 
2273.  [excitements, 1] 
2274.  [excites, 1] 
2275.  [exciting, 1] 
2276.  [exclaim, 1] 
2277.  [exclaimed, 19] 
2278.  [exclamation, 3] 
2279.  [exclamations, 2] 
2280.  [excluded, 2] 
2281.  [exclusion, 1] 
2282.  [excommunication, 1] 
2283.  [exculpated, 1] 
2284.  [excursion, 1] 
2285.  [excuse, 1] 
2286.  [execrate, 1] 
2287.  [execrated, 1] 
2288.  [execration, 1] 
2289.  [execute, 3] 
2290.  [executed, 3] 
2291.  [executing, 1] 
2292.  [execution, 8] 
2293.  [executive, 1] 
2294.  [exemplified, 1] 
2295.  [exempt, 2] 
2296.  [exercise, 5] 
2297.  [exercised, 2] 
2298.  [exert, 3] 
2299.  [exerted, 2] 
2300.  [exertion, 8] 
2301.  [exertions, 5] 
2302.  [exhausted, 6] 
2303.  [exhaustion, 3] 
2304.  [exhibit, 3] 
2305.  [exhibited, 8] 
2306.  [exhilarated, 1] 
2307.  [exhortations, 2] 
2308.  [exile, 5] 
2309.  [exist, 5] 
2310.  [existed, 1] 
2311.  [existence, 29] 
2312.  [existing, 2] 
2313.  [exists, 1] 
2314.  [exordium, 1] 
2315.  [exotic, 1] 
2316.  [expanded, 2] 
2317.  [expanding, 1] 
2318.  [expanse, 2] 
2319.  [expect, 7] 
2320.  [expectation, 6] 
2321.  [expectations, 1] 
2322.  [expected, 12] 
2323.  [expedite, 1] 
2324.  [expedition, 4] 
2325.  [expeditions, 1] 
2326.  [expend, 1] 
2327.  [expense, 1] 
2328.  [expenses, 2] 
2329.  [experience, 7] 
2330.  [experienced, 10] 
2331.  [experiment, 1] 
2332.  [experimentalist, 1] 
2333.  [experiments, 1] 
2334.  [expiration, 1] 
2335.  [expire, 1] 
2336.  [explain, 4] 
2337.  [explained, 5] 
2338.  [explanation, 10] 
2339.  [explanations, 1] 
2340.  [exploded, 3] 
2341.  [exploit, 1] 
2342.  [explore, 2] 
2343.  [exporting, 1] 
2344.  [exposed, 4] 
2345.  [exposing, 1] 
2346.  [expostulate, 1] 
2347.  [express, 10] 
2348.  [expressed, 24] 
2349.  [expression, 13] 
2350.  [expressions, 2] 
2351.  [expressive, 7] 
2352.  [exquisite, 4] 
2353.  [exquisitely, 1] 
2354.  [extended, 2] 
2355.  [extensive, 1] 
2356.  [extent, 4] 
2357.  [extents, 1] 
2358.  [external, 1] 
2359.  [extinct, 2] 
2360.  [extinction, 4] 
2361.  [extinguish, 7] 
2362.  [extinguished, 8] 
2363.  [extort, 1] 
2364.  [extract, 1] 
2365.  [extracting, 1] 
2366.  [extraordinary, 1] 
2367.  [extreme, 15] 
2368.  [extremely, 4] 
2369.  [extremes, 1] 
2370.  [extremest, 2] 
2371.  [extremities, 1] 
2372.  [extremity, 2] 
2373.  [extricate, 1] 
2374.  [exult, 1] 
2375.  [exultation, 3] 
2376.  [exulting, 1] 
2377.  [eye, 17] 
2378.  [eyeballs, 1] 
2379.  [eyed, 1] 
2380.  [eyelashes, 1] 
2381.  [eyes, 99] 
2382.  [f, 11] 
2383.  [face, 20] 
2384.  [faces, 6] 
2385.  [facile, 1] 
2386.  [facilitated, 1] 
2387.  [facility, 2] 
2388.  [fact, 4] 
2389.  [facts, 6] 
2390.  [faculties, 1] 
2391.  [faculty, 1] 
2392.  [fade, 1] 
2393.  [faded, 1] 
2394.  [fail, 6] 
2395.  [failed, 8] 
2396.  [failing, 3] 
2397.  [failure, 3] 
2398.  [faint, 2] 
2399.  [fainted, 6] 
2400.  [fainter, 1] 
2401.  [faintness, 1] 
2402.  [fair, 10] 
2403.  [fairbanks, 1] 
2404.  [fairer, 1] 
2405.  [fairest, 1] 
2406.  [fairly, 1] 
2407.  [fairy, 1] 
2408.  [faith, 2] 
2409.  [faithful, 1] 
2410.  [falkland, 1] 
2411.  [fall, 10] 
2412.  [fallen, 9] 
2413.  [falling, 1] 
2414.  [false, 5] 
2415.  [falsehood, 3] 
2416.  [falsely, 1] 
2417.  [faltering, 1] 
2418.  [fame, 1] 
2419.  [famed, 1] 
2420.  [familiar, 7] 
2421.  [familiarity, 1] 
2422.  [familiarized, 1] 
2423.  [familiarly, 1] 
2424.  [families, 2] 
2425.  [family, 31] 
2426.  [famine, 2] 
2427.  [fan, 1] 
2428.  [fancied, 1] 
2429.  [fancies, 2] 
2430.  [fancy, 11] 
2431.  [fancying, 1] 
2432.  [fangs, 1] 
2433.  [fanned, 2] 
2434.  [far, 38] 
2435.  [fare, 3] 
2436.  [farewell, 10] 
2437.  [farm, 1] 
2438.  [farmer, 1] 
2439.  [farmhouse, 1] 
2440.  [farther, 2] 
2441.  [fashion, 2] 
2442.  [fashioned, 2] 
2443.  [fast, 4] 
2444.  [fastidious, 1] 
2445.  [fatal, 7] 
2446.  [fatality, 2] 
2447.  [fatally, 1] 
2448.  [fate, 18] 
2449.  [fated, 1] 
2450.  [father, 108] 
2451.  [father', 21] 
2452.  [fatigue, 12] 
2453.  [fatigued, 2] 
2454.  [fatigues, 1] 
2455.  [fatiguing, 1] 
2456.  [faultiness, 1] 
2457.  [faults, 1] 
2458.  [faulty, 1] 
2459.  [favour, 6] 
2460.  [favourable, 6] 
2461.  [favourite, 12] 
2462.  [favourites, 1] 
2463.  [fear, 39] 
2464.  [feared, 12] 
2465.  [fearful, 8] 
2466.  [fearfully, 2] 
2467.  [fearing, 2] 
2468.  [fearless, 1] 
2469.  [fears, 10] 
2470.  [feature, 2] 
2471.  [features, 7] 
2472.  [february, 1] 
2473.  [federal, 2] 
2474.  [fee, 9] 
2475.  [feeble, 3] 
2476.  [feebly, 1] 
2477.  [feel, 47] 
2478.  [feeling, 27] 
2479.  [feelings, 72] 
2480.  [feels, 2] 
2481.  [fees, 3] 
2482.  [feet, 13] 
2483.  [feint, 1] 
2484.  [felix, 47] 
2485.  [fell, 18] 
2486.  [fellow, 25] 
2487.  [fellows, 3] 
2488.  [fellowship, 1] 
2489.  [felt, 75] 
2490.  [female, 4] 
2491.  [females, 1] 
2492.  [feminine, 2] 
2493.  [fertile, 2] 
2494.  [fervent, 1] 
2495.  [fervently, 1] 
2496.  [fervour, 3] 
2497.  [festering, 1] 
2498.  [fetter, 1] 
2499.  [fettered, 1] 
2500.  [fever, 10] 
2501.  [feverish, 5] 
2502.  [few, 55] 
2503.  [fibre, 1] 
2504.  [fibres, 1] 
2505.  [fidelity, 1] 
2506.  [field, 4] 
2507.  [fields, 8] 
2508.  [fiend, 29] 
2509.  [fiend', 2] 
2510.  [fiendish, 5] 
2511.  [fierce, 2] 
2512.  [fifteen, 2] 
2513.  [fifth, 1] 
2514.  [fifty, 1] 
2515.  [fight, 1] 
2516.  [figure, 11] 
2517.  [figures, 1] 
2518.  [file, 2] 
2519.  [files, 2] 
2520.  [filial, 1] 
2521.  [fill, 4] 
2522.  [filled, 21] 
2523.  [fills, 5] 
2524.  [film, 1] 
2525.  [filthy, 5] 
2526.  [final, 2] 
2527.  [financial, 1] 
2528.  [find, 21] 
2529.  [finding, 7] 
2530.  [finds, 1] 
2531.  [fine, 6] 
2532.  [finest, 1] 
2533.  [finger, 2] 
2534.  [fingers, 5] 
2535.  [finish, 4] 
2536.  [finished, 8] 
2537.  [fire, 25] 
2538.  [fired, 3] 
2539.  [firesides, 1] 
2540.  [firing, 2] 
2541.  [firm, 7] 
2542.  [firmest, 1] 
2543.  [firmly, 3] 
2544.  [firmness, 3] 
2545.  [first, 103] 
2546.  [fish, 3] 
2547.  [fishermen, 3] 
2548.  [fishers, 1] 
2549.  [fishing, 5] 
2550.  [fit, 7] 
2551.  [fitness, 1] 
2552.  [fits, 3] 
2553.  [fitted, 3] 
2554.  [fitter, 1] 
2555.  [fitting, 1] 
2556.  [five, 10] 
2557.  [fix, 4] 
2558.  [fixed, 23] 
2559.  [fixing, 3] 
2560.  [flagrant, 1] 
2561.  [flame, 1] 
2562.  [flames, 2] 
2563.  [flannel, 1] 
2564.  [flash, 3] 
2565.  [flashed, 1] 
2566.  [flashes, 2] 
2567.  [flat, 1] 
2568.  [fled, 12] 
2569.  [flesh, 4] 
2570.  [flew, 1] 
2571.  [flight, 4] 
2572.  [flit, 2] 
2573.  [flitted, 1] 
2574.  [float, 1] 
2575.  [floated, 2] 
2576.  [floating, 1] 
2577.  [flood, 1] 
2578.  [floor, 3] 
2579.  [florins, 1] 
2580.  [floundering, 1] 
2581.  [flourished, 1] 
2582.  [flourishing, 2] 
2583.  [flow, 3] 
2584.  [flowed, 3] 
2585.  [flower, 1] 
2586.  [flowers, 5] 
2587.  [flowery, 1] 
2588.  [flowing, 1] 
2589.  [flows, 1] 
2590.  [fluctuate, 1] 
2591.  [fluctuating, 2] 
2592.  [flung, 2] 
2593.  [flushed, 2] 
2594.  [fly, 6] 
2595.  [flying, 2] 
2596.  [foe, 3] 
2597.  [foes, 1] 
2598.  [fog, 1] 
2599.  [foldings, 1] 
2600.  [folds, 2] 
2601.  [foliage, 2] 
2602.  [folks, 1] 
2603.  [follow, 11] 
2604.  [followed, 20] 
2605.  [followers, 1] 
2606.  [following, 10] 
2607.  [follows, 1] 
2608.  [folly, 2] 
2609.  [fond, 6] 
2610.  [fondly, 2] 
2611.  [fondness, 2] 
2612.  [food, 26] 
2613.  [fool, 1] 
2614.  [foolish, 1] 
2615.  [foot, 5] 
2616.  [footed, 1] 
2617.  [footsteps, 2] 
2618.  [for, 456] 
2619.  [forbear, 1] 
2620.  [forbid, 2] 
2621.  [forbidden, 3] 
2622.  [force, 4] 
2623.  [forced, 8] 
2624.  [forces, 2] 
2625.  [forcible, 1] 
2626.  [forcibly, 2] 
2627.  [forcing, 1] 
2628.  [forebodings, 2] 
2629.  [forehead, 1] 
2630.  [foreign, 2] 
2631.  [foresaw, 1] 
2632.  [forest, 5] 
2633.  [forests, 1] 
2634.  [foretaste, 1] 
2635.  [forever, 31] 
2636.  [forget, 10] 
2637.  [forgetfulness, 3] 
2638.  [forgetting, 1] 
2639.  [forgive, 4] 
2640.  [forgo, 1] 
2641.  [forgot, 1] 
2642.  [forgotten, 4] 
2643.  [forked, 1] 
2644.  [form, 30] 
2645.  [format, 4] 
2646.  [formation, 1] 
2647.  [formats, 2] 
2648.  [formed, 20] 
2649.  [former, 12] 
2650.  [formerly, 4] 
2651.  [formidable, 1] 
2652.  [forms, 10] 
2653.  [forsaken, 1] 
2654.  [forsakes, 1] 
2655.  [fort, 1] 
2656.  [forth, 26] 
2657.  [fortifications, 1] 
2658.  [fortify, 1] 
2659.  [fortitude, 5] 
2660.  [fortnight, 4] 
2661.  [fortunate, 6] 
2662.  [fortunately, 3] 
2663.  [fortune, 8] 
2664.  [fortunes, 1] 
2665.  [forward, 14] 
2666.  [foster, 1] 
2667.  [fosterage, 1] 
2668.  [fought, 1] 
2669.  [found, 86] 
2670.  [foundation, 18] 
2671.  [foundation', 3] 
2672.  [foundations, 3] 
2673.  [founded, 2] 
2674.  [founders, 1] 
2675.  [fountain, 1] 
2676.  [four, 4] 
2677.  [fourteen, 1] 
2678.  [fragment, 2] 
2679.  [frame, 14] 
2680.  [framed, 1] 
2681.  [france, 5] 
2682.  [frank, 1] 
2683.  [frankenstein, 31] 
2684.  [frankness, 1] 
2685.  [frantic, 1] 
2686.  [fraud, 1] 
2687.  [fraught, 1] 
2688.  [free, 25] 
2689.  [freed, 3] 
2690.  [freedom, 3] 
2691.  [freely, 5] 
2692.  [freezing, 1] 
2693.  [frementi, 1] 
2694.  [french, 6] 
2695.  [frenchwoman, 1] 
2696.  [frenzy, 2] 
2697.  [frequent, 3] 
2698.  [frequently, 5] 
2699.  [fresh, 8] 
2700.  [fretting, 1] 
2701.  [friend, 71] 
2702.  [friendless, 2] 
2703.  [friends, 54] 
2704.  [friendship, 7] 
2705.  [frightened, 3] 
2706.  [frightful, 13] 
2707.  [fringed, 1] 
2708.  [frogs, 1] 
2709.  [from, 364] 
2710.  [frontiers, 1] 
2711.  [frost, 5] 
2712.  [frosts, 1] 
2713.  [frosty, 1] 
2714.  [frowning, 1] 
2715.  [frozen, 4] 
2716.  [fruitless, 1] 
2717.  [fruitlessly, 1] 
2718.  [fuel, 2] 
2719.  [fugitives, 1] 
2720.  [fulfil, 6] 
2721.  [fulfilled, 6] 
2722.  [fulfilling, 1] 
2723.  [fulfilment, 3] 
2724.  [full, 30] 
2725.  [fully, 3] 
2726.  [functions, 2] 
2727.  [fund, 1] 
2728.  [fundraising, 1] 
2729.  [funeral, 4] 
2730.  [furies, 1] 
2731.  [furious, 1] 
2732.  [furiously, 1] 
2733.  [furnished, 1] 
2734.  [furniture, 2] 
2735.  [furs, 1] 
2736.  [further, 1] 
2737.  [furtherance, 1] 
2738.  [fury, 6] 
2739.  [futile, 1] 
2740.  [futility, 1] 
2741.  [future, 19] 
2742.  [futurity, 1] 
2743.  [gaiety, 3] 
2744.  [gain, 6] 
2745.  [gained, 12] 
2746.  [gait, 1] 
2747.  [gale, 1] 
2748.  [gales, 2] 
2749.  [gall, 1] 
2750.  [gallant, 2] 
2751.  [gallery, 1] 
2752.  [galvanism, 1] 
2753.  [game, 1] 
2754.  [garb, 2] 
2755.  [garden, 10] 
2756.  [gardener, 1] 
2757.  [gardens, 1] 
2758.  [gasped, 1] 
2759.  [gates, 4] 
2760.  [gather, 2] 
2761.  [gathered, 5] 
2762.  [gaunt, 1] 
2763.  [gave, 30] 
2764.  [gay, 6] 
2765.  [gaze, 1] 
2766.  [gazed, 11] 
2767.  [gazes, 1] 
2768.  [gazing, 4] 
2769.  [gbnewby, 1] 
2770.  [general, 8] 
2771.  [generally, 6] 
2772.  [generation, 2] 
2773.  [generations, 3] 
2774.  [generosity, 2] 
2775.  [generous, 5] 
2776.  [geneva, 36] 
2777.  [genevese, 1] 
2778.  [genial, 2] 
2779.  [genius, 5] 
2780.  [gentle, 32] 
2781.  [gentleman, 2] 
2782.  [gentleness, 10] 
2783.  [gently, 2] 
2784.  [geography, 2] 
2785.  [german, 1] 
2786.  [germans, 1] 
2787.  [germany, 3] 
2788.  [gesticulations, 1] 
2789.  [gesture, 2] 
2790.  [gestures, 3] 
2791.  [get, 2] 
2792.  [getting, 1] 
2793.  [ghastly, 3] 
2794.  [ghosts, 1] 
2795.  [giant, 1] 
2796.  [gibe, 1] 
2797.  [gift, 3] 
2798.  [gigantic, 6] 
2799.  [gilded, 1] 
2800.  [girl, 27] 
2801.  [give, 23] 
2802.  [given, 18] 
2803.  [giver, 1] 
2804.  [gives, 6] 
2805.  [giving, 3] 
2806.  [glacier, 5] 
2807.  [glaciers, 3] 
2808.  [glad, 5] 
2809.  [gladly, 1] 
2810.  [gladness, 2] 
2811.  [glance, 5] 
2812.  [glared, 1] 
2813.  [glaring, 1] 
2814.  [glens, 1] 
2815.  [glide, 1] 
2816.  [glided, 1] 
2817.  [glimmer, 2] 
2818.  [glimmering, 1] 
2819.  [glimmers, 1] 
2820.  [glimpse, 1] 
2821.  [glittering, 2] 
2822.  [globe, 2] 
2823.  [gloom, 11] 
2824.  [gloomily, 1] 
2825.  [gloomy, 8] 
2826.  [gloried, 1] 
2827.  [glorious, 5] 
2828.  [glory, 7] 
2829.  [glow, 1] 
2830.  [glowing, 1] 
2831.  [glut, 2] 
2832.  [glutted, 1] 
2833.  [gnashed, 3] 
2834.  [gnashes, 1] 
2835.  [gnashing, 1] 
2836.  [go, 19] 
2837.  [goals, 1] 
2838.  [god, 20] 
2839.  [god', 2] 
2840.  [godlike, 3] 
2841.  [gods, 1] 
2842.  [godwin, 4] 
2843.  [going, 8] 
2844.  [gold, 1] 
2845.  [gone, 12] 
2846.  [good, 28] 
2847.  [goodness, 4] 
2848.  [goring, 1] 
2849.  [gospel, 1] 
2850.  [gossip, 1] 
2851.  [governed, 1] 
2852.  [governing, 1] 
2853.  [government, 4] 
2854.  [governments, 3] 
2855.  [grace, 1] 
2856.  [graceful, 1] 
2857.  [grades, 1] 
2858.  [gradually, 6] 
2859.  [grand, 3] 
2860.  [grandeur, 2] 
2861.  [grant, 2] 
2862.  [granted, 1] 
2863.  [grapple, 1] 
2864.  [grappling, 1] 
2865.  [grasp, 9] 
2866.  [grasped, 4] 
2867.  [grasping, 1] 
2868.  [grass, 5] 
2869.  [grate, 1] 
2870.  [grated, 1] 
2871.  [grateful, 3] 
2872.  [gratefully, 1] 
2873.  [gratification, 3] 
2874.  [gratified, 2] 
2875.  [gratify, 1] 
2876.  [gratifying, 1] 
2877.  [gratitude, 8] 
2878.  [grave, 7] 
2879.  [graves, 2] 
2880.  [gravesend, 1] 
2881.  [great, 45] 
2882.  [greater, 25] 
2883.  [greatest, 23] 
2884.  [greatly, 12] 
2885.  [greatness, 1] 
2886.  [grecians, 1] 
2887.  [greece, 2] 
2888.  [greedily, 2] 
2889.  [greek, 2] 
2890.  [greeks, 1] 
2891.  [green, 5] 
2892.  [greenland, 1] 
2893.  [greenwich, 1] 
2894.  [greeting, 1] 
2895.  [gregory, 1] 
2896.  [grew, 4] 
2897.  [grey, 1] 
2898.  [grief, 26] 
2899.  [griefs, 1] 
2900.  [grieve, 1] 
2901.  [grieved, 2] 
2902.  [grievously, 1] 
2903.  [grin, 2] 
2904.  [groan, 2] 
2905.  [groaned, 2] 
2906.  [groans, 5] 
2907.  [gross, 1] 
2908.  [ground, 25] 
2909.  [groundwork, 1] 
2910.  [group, 3] 
2911.  [grovel, 1] 
2912.  [grow, 1] 
2913.  [grown, 1] 
2914.  [growth, 2] 
2915.  [grudge, 1] 
2916.  [gruff, 1] 
2917.  [guarded, 2] 
2918.  [guardian, 2] 
2919.  [guardians, 1] 
2920.  [guards, 1] 
2921.  [guess, 3] 
2922.  [guessed, 2] 
2923.  [guessing, 1] 
2924.  [guest, 7] 
2925.  [guidance, 1] 
2926.  [guide, 6] 
2927.  [guided, 5] 
2928.  [guiding, 2] 
2929.  [guile, 1] 
2930.  [guilt, 10] 
2931.  [guiltless, 5] 
2932.  [guiltlessness, 1] 
2933.  [guilty, 10] 
2934.  [guise, 2] 
2935.  [guitar, 4] 
2936.  [gun, 2] 
2937.  [gurgling, 1] 
2938.  [gush, 3] 
2939.  [gushed, 2] 
2940.  [gutenberg, 89] 
2941.  [gutenberg', 1] 
2942.  [habit, 2] 
2943.  [habitation, 4] 
2944.  [habitations, 2] 
2945.  [habits, 4] 
2946.  [had, 621] 
2947.  [hadst, 1] 
2948.  [haggard, 1] 
2949.  [hail, 1] 
2950.  [hailed, 3] 
2951.  [haines, 2] 
2952.  [hair, 8] 
2953.  [hairs, 3] 
2954.  [half, 20] 
2955.  [halfway, 1] 
2956.  [hall, 1] 
2957.  [halo, 1] 
2958.  [hamlet, 1] 
2959.  [hampden, 1] 
2960.  [hand, 25] 
2961.  [handed, 1] 
2962.  [handkerchief, 1] 
2963.  [handle, 1] 
2964.  [hands, 36] 
2965.  [handsome, 1] 
2966.  [handwriting, 2] 
2967.  [hanging, 7] 
2968.  [hangman, 1] 
2969.  [hangs, 1] 
2970.  [hanninen, 2] 
2971.  [hapless, 2] 
2972.  [happen, 2] 
2973.  [happened, 9] 
2974.  [happening, 1] 
2975.  [happier, 4] 
2976.  [happily, 2] 
2977.  [happiness, 46] 
2978.  [happy, 46] 
2979.  [harbour, 3] 
2980.  [hard, 10] 
2981.  [harden, 1] 
2982.  [hardened, 1] 
2983.  [harder, 1] 
2984.  [hardly, 25] 
2985.  [hardship, 2] 
2986.  [hardships, 5] 
2987.  [hardy, 1] 
2988.  [hare, 1] 
2989.  [harem, 1] 
2990.  [harm, 1] 
2991.  [harmless, 5] 
2992.  [harmony, 3] 
2993.  [harnessed, 1] 
2994.  [harrowing, 2] 
2995.  [harsh, 7] 
2996.  [hart, 2] 
2997.  [harvest, 1] 
2998.  [has, 61] 
2999.  [hast, 1] 
3000.  [haste, 1] 
3001.  [hasten, 8] 
3002.  [hastened, 8] 
3003.  [hastily, 5] 
3004.  [hasty, 2] 
3005.  [hate, 9] 
3006.  [hated, 5] 
3007.  [hateful, 4] 
3008.  [hatred, 13] 
3009.  [haughty, 1] 
3010.  [haunt, 1] 
3011.  [haunted, 6] 
3012.  [have, 325] 
3013.  [having, 24] 
3014.  [havoc, 1] 
3015.  [havre, 1] 
3016.  [hay, 1] 
3017.  [hazard, 1] 
3018.  [he, 570] 
3019.  [head, 24] 
3020.  [heal, 1] 
3021.  [healed, 1] 
3022.  [health, 19] 
3023.  [hear, 18] 
3024.  [heard, 58] 
3025.  [hearer, 1] 
3026.  [hearers, 1] 
3027.  [hearing, 6] 
3028.  [heart, 80] 
3029.  [hearted, 1] 
3030.  [heartfelt, 2] 
3031.  [heartily, 1] 
3032.  [heartless, 1] 
3033.  [hearts, 4] 
3034.  [heat, 6] 
3035.  [heath, 1] 
3036.  [heaths, 2] 
3037.  [heatless, 1] 
3038.  [heaven, 21] 
3039.  [heavenly, 4] 
3040.  [heavens, 16] 
3041.  [heavier, 1] 
3042.  [heavily, 3] 
3043.  [heaving, 1] 
3044.  [heavy, 4] 
3045.  [hedges, 1] 
3046.  [heed, 1] 
3047.  [heeded, 1] 
3048.  [height, 4] 
3049.  [held, 7] 
3050.  [hell, 9] 
3051.  [hellish, 5] 
3052.  [help, 7] 
3053.  [helped, 1] 
3054.  [helpless, 4] 
3055.  [helplessness, 1] 
3056.  [hemisphere, 1] 
3057.  [hence, 1] 
3058.  [henceforth, 1] 
3059.  [henry, 24] 
3060.  [her, 340] 
3061.  [herb, 2] 
3062.  [herbage, 2] 
3063.  [herd, 1] 
3064.  [herds, 1] 
3065.  [here, 33] 
3066.  [hereafter, 2] 
3067.  [hero, 1] 
3068.  [heroes, 4] 
3069.  [heroic, 2] 
3070.  [heroical, 1] 
3071.  [heroism, 2] 
3072.  [hers, 3] 
3073.  [herself, 14] 
3074.  [hesitate, 1] 
3075.  [hesitated, 3] 
3076.  [hid, 8] 
3077.  [hidden, 2] 
3078.  [hide, 7] 
3079.  [hideous, 10] 
3080.  [hideously, 1] 
3081.  [hideousness, 2] 
3082.  [hides, 1] 
3083.  [hiding, 8] 
3084.  [high, 18] 
3085.  [higher, 5] 
3086.  [highest, 4] 
3087.  [highlands, 2] 
3088.  [highly, 4] 
3089.  [hilarity, 2] 
3090.  [hill, 2] 
3091.  [hills, 11] 
3092.  [him, 216] 
3093.  [himself, 36] 
3094.  [hindrance, 1] 
3095.  [hinges, 1] 
3096.  [hire, 1] 
3097.  [hired, 7] 
3098.  [his, 476] 
3099.  [historical, 1] 
3100.  [histories, 2] 
3101.  [history, 19] 
3102.  [hitherto, 10] 
3103.  [hoarse, 1] 
3104.  [hoarser, 1] 
3105.  [hold, 8] 
3106.  [holder, 4] 
3107.  [holding, 1] 
3108.  [holds, 1] 
3109.  [holiday, 1] 
3110.  [holland, 1] 
3111.  [holy, 1] 
3112.  [home, 19] 
3113.  [homeless, 1] 
3114.  [homer, 1] 
3115.  [homeward, 1] 
3116.  [honest, 1] 
3117.  [honour, 10] 
3118.  [honourable, 2] 
3119.  [honoured, 1] 
3120.  [hope, 49] 
3121.  [hoped, 9] 
3122.  [hopeless, 3] 
3123.  [hopes, 22] 
3124.  [hoping, 2] 
3125.  [horizon, 6] 
3126.  [horrible, 15] 
